Timestamp,Pressure (PSI),Flow Rate (bbl/h),Temperature (F),Wear Factor (%),Valve Status,Pump Speed (RPM),Vibration Level (mm/s),Corrosion Level (%),Leak Detected,Oil Quality,Pressure Loss (PSI),Pump Efficiency (%),Humidity (%),Ambient Temperature (F),Distance from Source (km),Last Maintenance,Pressure Regulator Status,Flow Control Valve (%),Oil Density (g/cm³),Oil Viscosity (cP),Pipeline Altitude (m),Pipeline Diameter (m),Sand Content (ppm),Pipeline Coating Condition (%),Oil Sulfur Content (%),Scheduled Maintenance,Anomaly
2023-11-30 20:01:36.333851,765.45,402.5,118.96,38.51,closed,1788.31,2.83,19.26,0,Light,5.2,96.54,51.16,79.2,37.48,2023-06-28 15:01:36,active,60.58,0.986,20.86,418.01,0.95,5.72,61.49,1.77,0,0
2023-11-30 20:31:36.333851,841.62,375.33,105.76,38.52,open,2008.88,3.02,19.26,0,Medium,7.0,85.36,47.65,74.26,60.7,2023-06-28 15:01:36,active,81.54,0.911,17.21,561.68,0.98,5.65,61.48,2.6,0,0
2023-11-30 21:01:36.333851,816.36,441.33,114.96,38.53,open,1872.47,3.16,19.27,0,Medium,7.17,89.11,75.61,67.82,46.58,2023-06-28 15:01:36,active,72.28,0.949,21.45,473.05,1.06,4.79,61.47,2.14,0,0
2023-11-30 21:31:36.333851,771.24,372.11,111.36,38.54,closed,1980.91,3.48,19.27,0,Heavy,4.65,97.76,59.48,93.95,60.4,2023-06-28 15:01:36,inactive,65.62,0.894,25.96,398.69,0.98,4.78,61.46,2.82,0,0
2023-11-30 22:01:36.333851,796.67,454.1,83.65,38.55,closed,1809.06,2.93,19.28,0,Heavy,7.25,97.55,52.51,61.58,40.65,2023-06-28 15:01:36,inactive,84.48,0.883,16.85,474.71,0.86,3.43,61.45,1.78,0,0
2023-11-30 22:31:36.333851,813.03,459.95,91.55,38.56,open,1753.64,3.07,19.28,0,Light,4.21,94.25,33.52,73.06,34.28,2023-06-28 15:01:36,active,87.83,0.979,20.31,525.96,0.99,4.81,61.44,1.82,0,0
2023-11-30 23:01:36.333851,817.33,524.93,119.91,38.57,open,1814.06,3.58,19.29,0,Light,7.89,95.72,58.04,66.25,38.2,2023-06-28 15:01:36,active,69.55,0.867,17.91,484.05,0.89,5.94,61.43,2.01,0,0
2023-11-30 23:31:36.333851,824.4,352.85,80.92,38.58,open,1918.35,2.7,19.29,0,Medium,6.92,89.36,43.61,66.67,49.3,2023-06-28 15:01:36,inactive,81.33,0.843,18.81,478.66,0.91,4.18,61.42,2.15,0,0
2023-12-01 00:01:36.333851,782.55,419.13,98.66,38.59,closed,1833.09,3.15,19.3,0,Medium,3.52,102.3,45.61,80.74,49.68,2023-06-28 15:01:36,inactive,78.41,0.935,24.59,591.67,0.71,4.31,61.41,1.94,0,0
2023-12-01 00:31:36.333851,797.49,327.47,81.78,38.6,open,1878.56,2.55,19.3,0,Heavy,7.95,91.43,75.65,74.92,53.79,2023-06-28 15:01:36,inactive,87.34,0.903,23.48,468.32,1.0,4.25,61.4,2.71,0,0
2023-12-01 01:01:36.333851,786.64,420.27,113.88,38.61,open,1788.3,3.33,19.31,0,Medium,4.29,90.34,45.78,73.26,51.87,2023-06-28 15:01:36,inactive,82.09,0.914,21.39,531.37,1.01,5.23,61.39,2.13,0,0
2023-12-01 01:31:36.333851,804.11,408.86,103.03,38.62,closed,1754.6,3.26,19.31,0,Medium,5.14,88.26,47.45,76.72,41.25,2023-06-28 15:01:36,inactive,70.8,0.927,33.68,550.7,1.05,4.56,61.38,1.43,0,0
2023-12-01 02:01:36.333851,767.42,377.02,80.27,38.63,open,1778.95,2.67,19.32,0,Medium,2.7,88.85,47.6,79.82,52.91,2023-06-28 15:01:36,active,104.83,0.891,20.9,489.92,0.96,6.35,61.37,1.86,0,0
2023-12-01 02:31:36.333851,834.15,366.34,86.97,38.64,open,1733.09,3.02,19.32,0,Medium,0.77,76.15,53.58,65.03,36.59,2023-06-28 15:01:36,active,69.36,0.926,8.88,480.66,1.06,4.38,61.36,1.42,0,0
2023-12-01 03:01:36.333851,736.11,442.08,110.26,38.65,open,1671.71,3.66,19.33,0,Medium,8.07,95.68,47.2,66.66,55.03,2023-06-28 15:01:36,inactive,76.37,0.898,16.66,530.12,1.17,2.98,61.35,2.32,0,0
2023-12-01 03:31:36.333851,802.82,387.92,117.03,38.66,open,1779.73,3.01,19.33,0,Heavy,7.1,93.34,46.67,57.61,46.5,2023-06-28 15:01:36,inactive,59.07,0.791,13.04,595.65,1.17,5.97,61.34,1.93,1,0
2023-12-01 04:01:36.333851,799.5,381.01,115.53,38.67,closed,1710.2,3.3,19.34,0,Heavy,2.18,97.44,64.53,54.34,43.41,2023-06-28 15:01:36,inactive,95.48,0.853,14.93,469.63,0.94,5.32,61.33,1.98,0,0
2023-12-01 04:31:36.333851,775.92,464.19,91.23,38.68,closed,1979.27,3.72,19.34,0,Heavy,6.4,89.17,48.39,94.34,47.94,2023-06-28 15:01:36,active,97.37,0.926,15.36,551.73,1.02,5.84,61.32,1.89,0,0
2023-12-01 05:01:36.333851,827.69,455.74,114.72,38.69,closed,1699.45,3.45,19.35,0,Heavy,6.74,91.16,39.41,65.46,50.42,2023-06-28 15:01:36,inactive,79.28,0.866,20.48,523.38,1.08,7.12,61.31,1.6,0,0
2023-12-01 05:31:36.333851,880.22,412.52,121.75,38.7,open,1807.39,2.42,19.35,0,Light,3.59,86.86,48.35,49.87,45.4,2023-06-28 15:01:36,inactive,83.53,0.902,19.1,500.25,1.11,4.39,61.3,1.74,0,0
2023-12-01 06:01:36.333851,804.62,431.98,110.22,38.71,closed,1629.11,3.49,19.36,0,Medium,3.63,93.4,42.59,78.65,58.44,2023-06-28 15:01:36,inactive,68.26,0.975,26.0,488.63,0.92,5.07,61.29,2.84,0,0
2023-12-01 06:31:36.333851,859.24,401.2,123.86,38.72,open,1723.06,2.42,19.36,0,Light,3.25,82.5,71.61,76.87,52.14,2023-06-28 15:01:36,active,83.31,0.937,27.44,535.5,1.0,4.86,61.28,3.17,1,0
2023-12-01 07:01:36.333851,770.89,427.35,85.08,38.73,closed,1974.28,3.51,19.37,0,Light,2.66,88.94,54.96,67.51,60.15,2023-06-28 15:01:36,inactive,80.69,0.921,21.93,495.85,0.95,5.31,61.27,1.44,0,0
2023-12-01 07:31:36.333851,806.61,362.6,103.99,38.74,open,1681.91,2.59,19.37,0,Light,5.83,88.3,37.15,54.43,54.97,2023-06-28 15:01:36,inactive,67.7,0.931,17.69,407.01,1.19,5.95,61.26,2.5,0,0
2023-12-01 08:01:36.333851,810.25,479.99,97.32,38.75,closed,1888.79,3.35,19.38,0,Light,4.14,90.08,42.1,73.08,58.79,2023-06-28 15:01:36,active,88.13,0.925,12.08,468.84,1.0,5.92,61.25,1.21,0,0
2023-12-01 08:31:36.333851,841.35,378.58,99.56,38.76,closed,1667.22,3.18,19.38,0,Heavy,7.48,96.89,40.07,68.9,64.42,2023-06-28 15:01:36,active,91.65,0.955,23.66,458.51,0.95,5.4,61.24,1.34,0,0
2023-12-01 09:01:36.333851,817.43,364.67,97.32,38.77,open,1796.28,2.8,19.39,0,Heavy,7.77,90.36,44.22,55.83,46.99,2023-06-28 15:01:36,inactive,81.21,0.919,17.14,453.91,1.03,4.47,61.23,2.07,0,0
2023-12-01 09:31:36.333851,831.57,399.67,71.19,38.78,closed,1703.28,3.94,19.39,0,Heavy,6.02,87.39,61.52,70.31,58.0,2023-06-28 15:01:36,inactive,98.55,0.833,19.21,577.07,0.86,4.68,61.22,1.09,0,0
2023-12-01 10:01:36.333851,782.78,339.88,114.14,38.79,closed,1799.81,2.84,19.4,0,Heavy,5.78,100.63,43.68,61.69,47.34,2023-06-28 15:01:36,inactive,89.11,0.91,27.05,496.71,1.09,6.3,61.21,1.54,0,0
2023-12-01 10:31:36.333851,814.83,440.62,86.98,38.8,open,1721.93,2.85,19.4,0,Heavy,7.04,87.54,44.73,74.04,45.61,2023-06-28 15:01:36,inactive,73.62,0.871,21.64,451.75,1.06,4.02,61.2,1.81,0,0
2023-12-01 11:01:36.333851,818.24,490.99,107.3,38.81,closed,1738.42,2.44,19.41,0,Medium,4.65,96.83,47.29,87.07,64.21,2023-06-28 15:01:36,active,96.8,0.968,26.19,489.56,0.82,5.65,61.19,2.73,0,0
2023-12-01 11:31:36.333851,776.97,433.69,82.69,38.82,open,1761.45,2.89,19.41,0,Heavy,3.78,99.16,36.97,71.45,30.7,2023-06-28 15:01:36,active,90.15,0.968,19.47,426.73,0.93,6.65,61.18,1.82,0,0
2023-12-01 12:01:36.333851,829.33,367.77,107.6,38.83,closed,1812.47,2.1,19.42,0,Light,4.66,90.76,55.64,76.1,63.96,2023-06-28 15:01:36,inactive,73.3,0.818,17.96,566.71,1.08,4.66,61.17,2.39,0,0
2023-12-01 12:31:36.333851,757.28,461.43,122.34,38.84,closed,1785.03,2.69,19.42,0,Heavy,1.44,88.24,43.4,76.22,52.97,2023-06-28 15:01:36,active,82.94,0.927,20.23,479.66,1.01,5.35,61.16,2.38,0,0
2023-12-01 13:01:36.333851,756.62,354.38,93.5,38.85,closed,2005.44,3.65,19.43,0,Light,6.16,93.23,61.39,73.88,54.68,2023-06-28 15:01:36,inactive,70.89,0.986,23.28,354.96,0.87,7.37,61.15,2.06,0,0
2023-12-01 13:31:36.333851,846.29,390.52,104.05,38.86,open,1753.26,2.48,19.43,0,Heavy,4.65,90.1,43.98,57.61,63.46,2023-06-28 15:01:36,active,96.15,0.937,16.18,443.14,1.15,4.66,61.14,2.13,0,0
2023-12-01 14:01:36.333851,863.59,365.95,101.89,38.87,open,1864.29,3.22,19.44,0,Medium,5.82,86.99,59.42,67.57,51.18,2023-06-28 15:01:36,active,78.59,0.884,14.33,473.31,1.23,6.98,61.13,2.65,1,0
2023-12-01 14:31:36.333851,707.2,402.71,93.33,38.88,closed,1784.16,3.56,19.44,0,Medium,4.15,96.32,51.05,68.28,60.09,2023-06-28 15:01:36,inactive,73.23,0.961,24.84,572.34,0.87,4.33,61.12,1.98,1,0
2023-12-01 15:01:36.333851,800.64,392.09,108.79,38.89,open,1801.55,2.9,19.45,0,Heavy,3.76,93.87,52.38,80.14,48.55,2023-06-28 15:01:36,inactive,71.78,0.841,21.73,468.82,0.9,4.55,61.11,2.7,0,0
2023-12-01 15:31:36.333851,847.47,365.78,132.0,38.9,closed,1900.95,2.75,19.45,0,Heavy,2.47,83.37,57.49,77.69,46.91,2023-06-28 15:01:36,active,69.33,0.872,15.49,462.73,1.29,4.06,61.1,1.78,0,0
2023-12-01 16:01:36.333851,854.31,359.81,94.19,38.91,closed,1753.43,3.26,19.46,0,Light,6.48,85.76,56.96,69.45,60.5,2023-06-28 15:01:36,active,85.94,0.935,22.02,488.05,1.06,5.5,61.09,1.98,0,0
2023-12-01 16:31:36.333851,857.8,308.01,107.98,38.92,closed,1826.67,3.43,19.46,0,Light,0.8,83.78,52.59,85.53,52.14,2023-06-28 15:01:36,inactive,64.96,0.898,10.41,528.16,1.11,3.01,61.08,1.64,0,0
2023-12-01 17:01:36.333851,821.82,482.19,109.31,38.93,open,1991.42,3.01,19.47,0,Medium,5.16,91.86,55.95,81.42,40.42,2023-06-28 15:01:36,inactive,84.42,0.946,15.42,427.53,1.09,5.42,61.07,2.78,0,0
2023-12-01 17:31:36.333851,773.76,398.49,86.05,38.94,open,1736.82,3.39,19.47,0,Light,6.46,94.47,34.87,78.08,63.64,2023-06-28 15:01:36,active,91.62,0.961,22.22,543.02,0.96,4.62,61.06,2.91,0,0
2023-12-01 18:01:36.333851,834.57,367.65,89.32,38.95,open,1730.36,3.22,19.48,0,Heavy,3.03,83.27,44.22,75.13,60.44,2023-06-28 15:01:36,active,91.97,0.921,20.5,361.3,1.09,4.96,61.05,2.34,0,0
2023-12-01 18:31:36.333851,804.44,400.12,124.13,38.96,closed,1837.98,3.22,19.48,0,Heavy,4.51,91.5,41.66,54.42,71.74,2023-06-28 15:01:36,active,73.06,0.844,21.62,448.53,0.8,5.81,61.04,2.34,0,0
2023-12-01 19:01:36.333851,788.54,336.15,114.97,38.97,closed,1963.87,2.77,19.49,0,Light,5.98,90.79,56.2,66.42,61.17,2023-06-28 15:01:36,active,83.85,0.828,20.41,479.22,0.97,4.04,61.03,1.94,0,0
2023-12-01 19:31:36.333851,822.19,437.14,113.86,38.98,open,1676.29,3.03,19.49,0,Light,6.44,84.52,42.66,65.27,50.52,2023-06-28 15:01:36,active,73.5,0.891,13.11,457.52,1.11,4.13,61.02,2.07,0,0
2023-12-01 20:01:36.333851,800.14,401.67,100.94,38.99,closed,1912.64,2.73,19.5,0,Heavy,8.82,83.97,48.19,80.19,55.29,2023-06-28 15:01:36,inactive,87.59,0.886,22.01,544.12,1.12,7.4,61.01,2.16,1,0
2023-12-01 20:31:36.333851,778.99,458.31,105.87,39.0,open,1754.44,3.32,19.5,0,Medium,6.04,89.56,49.32,74.75,45.69,2023-06-28 15:01:36,active,74.53,0.955,16.57,543.18,1.13,5.79,61.0,1.51,0,0
2023-12-01 21:01:36.333851,848.13,404.81,102.43,39.01,open,1531.43,3.28,19.51,0,Light,1.93,89.86,60.7,70.59,48.84,2023-06-28 15:01:36,active,82.33,0.944,22.15,520.03,1.01,5.81,60.99,1.81,0,0
2023-12-01 21:31:36.333851,825.07,476.06,95.0,39.02,open,1746.31,3.5,19.51,0,Light,4.13,87.35,59.25,68.94,54.3,2023-06-28 15:01:36,inactive,81.75,0.912,23.43,504.11,1.07,4.6,60.98,2.23,0,0
2023-12-01 22:01:36.333851,783.12,467.28,121.11,39.03,open,1787.77,3.56,19.52,0,Medium,4.49,87.33,51.33,55.7,47.28,2023-06-28 15:01:36,active,88.56,0.895,19.32,460.93,0.97,5.31,60.97,1.94,0,0
2023-12-01 22:31:36.333851,834.27,480.01,117.29,39.04,open,1720.56,2.29,19.52,0,Light,4.38,89.19,53.8,69.55,41.64,2023-06-28 15:01:36,inactive,82.16,0.837,16.8,536.61,1.05,5.5,60.96,2.21,0,0
2023-12-01 23:01:36.333851,818.85,402.13,109.47,39.05,closed,1728.23,2.09,19.53,0,Light,6.62,97.79,57.8,58.53,33.03,2023-06-28 15:01:36,inactive,81.21,0.935,20.06,519.24,1.05,4.47,60.95,1.9,0,0
2023-12-01 23:31:36.333851,813.86,381.27,109.5,39.06,closed,1810.6,1.8,19.53,0,Light,5.07,87.1,49.94,75.63,59.67,2023-06-28 15:01:36,active,53.86,0.874,17.64,523.07,0.97,4.43,60.94,2.07,0,0
2023-12-02 00:01:36.333851,844.54,411.09,125.6,39.07,closed,1846.75,2.0,19.54,0,Medium,2.48,86.81,63.33,92.94,39.21,2023-06-28 15:01:36,inactive,90.97,0.811,18.29,476.21,0.95,4.21,60.93,1.59,0,0
2023-12-02 00:31:36.333851,813.26,375.85,97.46,39.08,closed,1880.35,2.81,19.54,0,Light,7.96,90.82,58.57,60.68,28.49,2023-06-28 15:01:36,active,92.54,0.904,27.9,438.8,1.08,3.67,60.92,1.98,0,0
2023-12-02 01:01:36.333851,775.07,463.02,108.38,39.09,closed,1906.59,3.23,19.55,0,Medium,4.14,86.5,40.4,79.18,62.63,2023-06-28 15:01:36,active,88.29,0.932,16.1,466.8,0.98,5.06,60.91,0.81,0,0
2023-12-02 01:31:36.333851,819.25,444.3,113.35,39.1,open,1708.64,2.54,19.55,0,Heavy,5.34,88.03,41.77,76.19,53.08,2023-06-28 15:01:36,active,74.68,0.941,22.6,482.73,0.82,5.68,60.9,1.49,0,0
2023-12-02 02:01:36.333851,781.57,360.21,111.64,39.11,open,1859.48,2.9,19.56,0,Medium,9.16,79.56,35.95,66.59,43.38,2023-06-28 15:01:36,inactive,85.47,0.79,17.18,536.37,1.07,5.1,60.89,1.85,0,0
2023-12-02 02:31:36.333851,779.64,291.53,124.85,39.12,open,1697.93,2.55,19.56,0,Medium,5.48,86.74,64.39,62.46,47.91,2023-06-28 15:01:36,active,69.37,0.939,14.53,529.44,0.95,5.87,60.88,2.13,0,0
2023-12-02 03:01:36.333851,867.67,421.89,113.91,39.13,closed,1891.6,1.9,19.57,0,Light,3.64,92.86,44.09,64.29,51.44,2023-06-28 15:01:36,inactive,105.39,0.959,21.96,534.79,1.02,4.91,60.87,0.85,0,0
2023-12-02 03:31:36.333851,809.36,403.74,84.51,39.14,closed,1794.18,2.49,19.57,0,Medium,6.87,90.56,43.19,66.41,51.51,2023-06-28 15:01:36,inactive,80.21,0.895,14.14,436.4,1.03,5.51,60.86,2.27,0,0
2023-12-02 04:01:36.333851,826.49,444.3,73.86,39.15,closed,1713.81,3.31,19.58,0,Medium,4.33,88.67,45.22,70.35,42.32,2023-06-28 15:01:36,active,86.23,0.879,26.34,577.8,1.08,5.14,60.85,2.12,0,0
2023-12-02 04:31:36.333851,772.45,313.2,107.56,39.16,closed,1892.73,2.69,19.58,0,Light,4.62,92.38,45.51,90.56,45.5,2023-06-28 15:01:36,inactive,76.38,0.903,20.57,525.62,1.01,4.9,60.84,1.71,0,0
2023-12-02 05:01:36.333851,825.43,341.41,88.86,39.17,closed,1893.64,3.19,19.59,0,Heavy,4.32,82.96,59.44,93.45,57.47,2023-06-28 15:01:36,active,105.59,0.914,16.94,449.81,1.09,5.15,60.83,2.15,0,0
2023-12-02 05:31:36.333851,742.64,407.81,130.82,39.18,open,1766.6,4.22,19.59,0,Heavy,4.78,81.79,54.09,72.04,57.72,2023-06-28 15:01:36,inactive,77.18,0.968,16.92,475.25,0.97,6.42,60.82,1.91,0,0
2023-12-02 06:01:36.333851,861.34,382.66,106.24,39.19,closed,1755.99,4.11,19.6,0,Heavy,5.4,88.84,61.36,74.84,52.78,2023-06-28 15:01:36,active,87.48,0.835,22.09,541.44,0.89,3.43,60.81,2.18,0,0
2023-12-02 06:31:36.333851,812.11,331.39,103.06,39.2,closed,1703.2,2.45,19.6,0,Medium,3.0,83.25,56.32,60.85,52.84,2023-06-28 15:01:36,inactive,99.68,0.932,22.94,565.2,0.9,3.67,60.8,2.69,0,0
2023-12-02 07:01:36.333851,792.15,413.11,104.45,39.21,closed,1924.8,3.83,19.61,0,Heavy,3.7,94.79,57.51,69.12,55.69,2023-06-28 15:01:36,active,77.84,0.842,23.28,509.38,1.08,6.14,60.79,0.78,0,0
2023-12-02 07:31:36.333851,794.78,387.96,96.74,39.22,closed,1713.97,3.07,19.61,0,Medium,4.51,88.8,53.47,80.07,71.16,2023-06-28 15:01:36,active,88.14,0.896,23.82,483.02,0.99,5.0,60.78,1.68,1,0
2023-12-02 08:01:36.333851,784.05,401.76,124.72,39.23,closed,1843.95,3.0,19.62,0,Heavy,5.18,85.89,38.75,66.76,61.1,2023-06-28 15:01:36,inactive,67.71,0.912,17.24,456.2,1.08,7.3,60.77,1.78,0,0
2023-12-02 08:31:36.333851,784.84,384.18,114.55,39.24,open,1694.03,2.12,19.62,0,Heavy,4.49,90.19,41.62,76.43,61.86,2023-06-28 15:01:36,inactive,84.42,0.905,19.57,580.62,1.02,4.41,60.76,0.95,0,0
2023-12-02 09:01:36.333851,846.05,437.16,127.28,39.25,open,1900.01,4.06,19.63,0,Heavy,3.51,92.53,41.2,81.72,24.44,2023-06-28 15:01:36,active,87.72,0.951,18.18,491.45,1.1,3.88,60.75,1.46,0,0
2023-12-02 09:31:36.333851,775.21,343.35,72.32,39.26,closed,1880.0,2.95,19.63,0,Light,4.79,90.64,48.48,76.68,58.38,2023-06-28 15:01:36,active,102.51,0.855,16.86,470.95,0.87,6.3,60.74,1.94,0,0
2023-12-02 10:01:36.333851,822.31,326.49,99.55,39.27,closed,1781.15,2.37,19.64,0,Heavy,4.22,95.23,58.84,84.15,36.31,2023-06-28 15:01:36,inactive,88.89,0.839,15.27,510.44,0.93,4.33,60.73,2.15,0,0
2023-12-02 10:31:36.333851,746.91,493.78,102.51,39.28,open,1846.7,3.32,19.64,0,Light,4.41,100.88,40.73,78.72,50.55,2023-06-28 15:01:36,active,83.19,0.901,17.99,414.19,0.91,4.09,60.72,0.86,1,0
2023-12-02 11:01:36.333851,763.47,366.76,96.23,39.29,open,1806.07,3.83,19.65,0,Medium,5.35,84.03,35.96,76.42,51.07,2023-06-28 15:01:36,inactive,77.1,0.929,17.97,531.71,1.06,4.54,60.71,1.74,0,0
2023-12-02 11:31:36.333851,836.79,513.69,106.91,39.3,closed,1795.2,3.25,19.65,0,Heavy,7.42,89.73,43.09,60.8,29.06,2023-06-28 15:01:36,active,73.88,0.936,15.08,593.68,1.07,3.71,60.7,1.88,1,0
2023-12-02 12:01:36.333851,723.72,342.34,92.53,39.31,closed,1841.61,3.39,19.66,0,Light,5.05,94.92,45.88,101.21,45.9,2023-06-28 15:01:36,inactive,70.46,0.854,6.27,570.85,1.11,3.96,60.69,1.86,0,0
2023-12-02 12:31:36.333851,801.55,426.31,98.32,39.32,closed,1746.55,2.39,19.66,0,Heavy,6.44,91.86,47.57,60.12,59.03,2023-06-28 15:01:36,active,103.84,0.901,28.9,451.79,1.02,4.08,60.68,2.71,0,0
2023-12-02 13:01:36.333851,799.33,443.03,104.09,39.33,open,1920.14,2.9,19.67,0,Medium,1.06,88.14,63.37,77.78,50.64,2023-06-28 15:01:36,inactive,57.96,0.873,12.48,510.73,1.04,5.11,60.67,1.7,0,0
2023-12-02 13:31:36.333851,761.96,431.39,111.66,39.34,closed,1763.47,2.84,19.67,0,Light,5.82,89.76,70.64,89.34,42.54,2023-06-28 15:01:36,active,80.84,0.894,14.74,531.12,1.05,4.75,60.66,1.52,0,0
2023-12-02 14:01:36.333851,808.39,427.98,76.6,39.35,open,1914.83,4.01,19.68,0,Medium,4.01,88.68,55.39,70.94,46.98,2023-06-28 15:01:36,active,60.14,0.816,25.93,458.29,0.96,3.38,60.65,2.12,0,0
2023-12-02 14:31:36.333851,852.34,480.25,119.12,39.36,open,1678.86,3.53,19.68,0,Light,2.08,89.72,52.69,66.56,36.99,2023-06-28 15:01:36,active,72.38,0.887,18.38,477.45,1.02,4.58,60.64,1.32,0,0
2023-12-02 15:01:36.333851,864.15,386.94,87.08,39.37,closed,1593.27,3.41,19.69,0,Medium,6.93,89.65,58.39,62.61,39.62,2023-06-28 15:01:36,active,97.07,0.896,17.17,490.17,0.98,5.73,60.63,1.46,0,0
2023-12-02 15:31:36.333851,765.07,459.52,104.46,39.38,closed,1874.35,3.47,19.69,0,Medium,3.93,91.48,65.19,59.32,44.31,2023-06-28 15:01:36,active,88.93,0.935,20.72,553.77,0.99,4.21,60.62,2.55,1,0
2023-12-02 16:01:36.333851,870.59,390.44,118.98,39.39,closed,1942.24,2.98,19.7,0,Medium,4.19,86.27,54.33,86.4,61.5,2023-06-28 15:01:36,inactive,100.23,0.8,24.58,507.17,1.03,3.88,60.61,1.76,1,0
2023-12-02 16:31:36.333851,796.47,471.76,117.16,39.4,closed,1921.39,3.31,19.7,0,Heavy,9.3,92.54,75.64,68.82,49.76,2023-06-28 15:01:36,inactive,89.11,0.846,29.61,500.08,1.03,5.96,60.6,2.14,1,0
2023-12-02 17:01:36.333851,765.67,462.86,82.43,39.41,open,1757.82,2.65,19.71,0,Medium,5.76,94.46,38.5,54.52,55.67,2023-06-28 15:01:36,active,69.96,0.965,16.67,405.96,1.05,5.58,60.59,3.25,1,0
2023-12-02 17:31:36.333851,808.29,342.5,72.59,39.42,closed,1895.24,3.08,19.71,0,Heavy,2.57,81.61,48.47,69.99,64.5,2023-06-28 15:01:36,active,60.65,0.833,25.17,475.23,1.03,4.23,60.58,2.0,0,0
2023-12-02 18:01:36.333851,832.14,394.13,102.07,39.43,closed,1744.88,2.69,19.72,0,Light,5.84,83.96,51.3,71.37,58.72,2023-06-28 15:01:36,active,81.85,0.892,26.15,511.02,0.99,6.09,60.57,1.69,0,0
2023-12-02 18:31:36.333851,819.63,380.09,120.06,39.44,open,1648.26,2.16,19.72,0,Heavy,2.94,89.12,36.71,42.64,44.04,2023-06-28 15:01:36,inactive,90.62,0.915,27.89,453.11,1.11,5.94,60.56,1.82,0,0
2023-12-02 19:01:36.333851,837.52,386.93,115.59,39.45,open,1691.95,2.39,19.73,0,Medium,5.02,86.51,52.44,72.95,65.34,2023-06-28 15:01:36,active,86.54,0.903,22.21,528.07,1.1,3.62,60.55,2.08,0,0
2023-12-02 19:31:36.333851,777.3,422.33,126.66,39.46,closed,1816.1,2.9,19.73,0,Medium,4.59,89.77,49.37,66.76,74.36,2023-06-28 15:01:36,active,87.35,0.925,15.53,501.6,0.84,4.27,60.54,2.57,1,0
2023-12-02 20:01:36.333851,804.04,359.97,114.25,39.47,open,1691.05,3.4,19.74,0,Heavy,3.83,93.96,54.98,64.4,61.12,2023-06-28 15:01:36,inactive,77.92,0.946,26.66,548.69,0.99,4.56,60.53,1.7,0,0
2023-12-02 20:31:36.333851,821.69,453.93,127.22,39.48,open,1869.15,3.39,19.74,0,Light,4.39,78.5,53.69,57.86,53.1,2023-06-28 15:01:36,active,75.93,0.905,16.83,492.78,1.04,6.49,60.52,1.95,0,0
2023-12-02 21:01:36.333851,783.06,386.37,110.36,39.49,closed,1658.82,2.33,19.75,1,Heavy,2.2,91.92,55.99,58.15,47.72,2023-06-28 15:01:36,active,87.71,0.943,10.38,488.56,0.83,5.19,60.51,2.32,1,0
2023-12-02 21:31:36.333851,846.75,507.13,101.77,39.5,closed,1905.01,2.54,19.75,0,Medium,7.46,87.87,35.17,74.33,50.59,2023-06-28 15:01:36,active,75.86,0.852,19.69,385.37,1.06,5.71,60.5,1.8,0,0
2023-12-02 22:01:36.333851,786.59,438.73,86.14,39.51,closed,1659.19,3.92,19.76,0,Heavy,7.27,100.87,57.28,58.94,52.61,2023-06-28 15:01:36,inactive,76.49,0.944,31.34,386.68,1.15,5.0,60.49,1.68,0,0
2023-12-02 22:31:36.333851,824.51,399.14,122.31,39.52,open,1809.31,2.82,19.76,0,Light,2.65,83.19,41.95,58.61,42.03,2023-06-28 15:01:36,inactive,76.83,0.911,22.29,506.09,1.08,3.11,60.48,2.19,0,0
2023-12-02 23:01:36.333851,772.46,425.89,94.96,39.53,closed,1866.84,2.7,19.77,0,Medium,6.01,90.78,39.28,79.09,65.25,2023-06-28 15:01:36,active,88.97,0.909,17.61,535.41,0.91,4.87,60.47,1.04,0,0
2023-12-02 23:31:36.333851,815.21,379.04,135.93,39.54,open,1966.51,3.73,19.77,0,Medium,8.36,97.06,53.37,65.73,40.0,2023-06-28 15:01:36,active,92.13,0.808,21.66,440.25,1.1,6.9,60.46,2.69,0,0
2023-12-03 00:01:36.333851,828.51,424.98,109.68,39.55,closed,1864.25,2.76,19.78,0,Medium,7.3,85.83,62.67,51.4,49.05,2023-06-28 15:01:36,active,81.27,0.896,21.43,531.02,1.05,5.42,60.45,2.01,0,0
2023-12-03 00:31:36.333851,864.73,425.89,128.2,39.56,open,1716.47,2.42,19.78,0,Heavy,3.93,84.02,37.55,82.35,44.23,2023-06-28 15:01:36,active,87.97,0.965,20.34,462.94,0.96,6.31,60.44,1.6,0,0
2023-12-03 01:01:36.333851,806.82,383.9,117.11,39.57,open,1717.62,2.72,19.79,0,Heavy,3.37,84.45,43.68,63.28,43.49,2023-06-28 15:01:36,inactive,70.93,0.888,20.6,497.21,0.91,6.51,60.43,1.69,1,0
2023-12-03 01:31:36.333851,791.16,374.58,82.77,39.58,open,1842.72,1.76,19.79,0,Light,5.97,93.04,45.3,69.89,61.12,2023-06-28 15:01:36,inactive,90.92,0.833,20.49,442.02,0.96,4.95,60.42,0.82,0,0
2023-12-03 02:01:36.333851,823.32,313.87,118.94,39.59,open,1629.26,3.91,19.8,0,Light,4.12,94.73,59.47,93.06,60.44,2023-06-28 15:01:36,inactive,79.63,0.938,22.41,485.81,0.93,4.96,60.41,1.89,0,0
